subscription_type,description,profile_image_url,protected,verified,verified_type,created_at,most_recent_tweet_id,username,receives_your_dm,id,name,profile_banner_url,public_metrics.followers_count,public_metrics.following_count,public_metrics.tweet_count,public_metrics.listed_count,public_metrics.like_count
PremiumPlus,,https://pbs.twimg.com/profile_images/1643441944352129024/sskezZn3_normal.jpg,False,True,blue,2021-12-14T09:54:15.000Z,1783250703965724911,Eric___V,True,1470693467399540739,Eric,https://pbs.twimg.com/profile_banners/1470693467399540739/1641288762,101,377,35,0,7510
